title,text,date,category,subcategory,link
SuperTemer se meteu com a SuperTele,"Num momento de onipotência, Michel Temer disse que ""converso com quem eu quiser, na hora que eu achar mais oportuna e onde eu quiser"". Conversou com Joesley Batista e deu no que deu.  Temer é um homem frio, mas de vez em quando vira SuperTemer. Esse perigoso personagem recebeu no Planalto uma comitiva de conselheiros da operadora Oi, a ex-telegangue, ex-Telemar e ex-SuperTele. Ela deve R$ 63 bilhões na praça. O grupo estava escoltado por três deputados e representava os interesses do empresário Nelson Tanure, que participou do encontro, sem que seu nome constasse da agenda.  Num rolo desse tamanho, as querelas são muitas, mas vale a pena resgatar uma delas. O conselheiro Hélio Costa, ex-ministro das Comunicações de Lula, anunciou que será ""impossível"" cumprir o acordo que a Oi assinou com a Anatel, comprometendo-se a transformar em investimentos, num prazo de quatro anos, os R$ 11 bilhões que admite dever à Viúva por conta de multas. Costa (e as demais operadoras que entraram na farra desse ""Termo de Ajustamento de Conduta"") querem até 12 anos de refresco.  A operadora ofende o regulamento, é multada e não paga. Mal administrada, quebra. Faz um acordo e promete investir o que deve. Não quer cumprir o trato e vai ao presidente da República, escoltada por três deputados. Quando der bolo, SuperTemer precisará de bons advogados.",2017-08-10,colunas,eliogaspari,http://www1.folha.uol.com.br/colunas/eliogaspari/2017/10/1925324-supertemer-se-meteu-com-a-supertele.shtml
"
		Saiba como tirar respingos de tinta da lataria do veículo
		","DE SÃO PAULO  João Furlan, sócio da rede de funilaria ChipsAway, ensina como retirar respingos de tinta da lataria do veículo.  *  Pigmentos à base de água, como tintas látex, são mais fáceis de ser retirados. Uma opção é limpar a mancha com um produto de polimento aplicado em um pano ou esponja.  Tirar tinta spray exige um esforço a mais. Manchas grossas podem ser retiradas com óleo WD-40, que deve ser borrifado sobre elas. Uma espátula de plástico pode ajudar na remoção. Já as mais superficiais podem ser removidas com álcool isopropílico e uma flanela.  O tíner também é eficiente para remover respingos, mas o solvente não deve ser usado em veículos que tenham sido repintados para não danificar a tinta.  Para manchas nas janelas, a acetona é uma opção eficiente.",2017-08-10,sobretudo,vida-pratica,http://www1.folha.uol.com.br/sobretudo/vida-pratica/2017/10/1925099-saiba-como-tirar-respingos-de-tinta-da-lataria-do-veiculo.shtml
"
		Saiba como usar fone no escritório barulhento sem se isolar em 'bolha'
		","CAROLINA MUNIZ DE SÃO PAULO  A tendência de escritórios sem divisórias ajuda a integrar a equipe, mas cria um efeito colateral: deixa o ambiente mais barulhento.  De acordo com uma pesquisa feita pelo LinkedIn em agosto com 1.030 profissionais, 65% das pessoas afirmam usar fone de ouvido durante o expediente e 19% dizem escutar música para abafar o barulho ao redor.  ""Fui obrigada a comprar um fone caro e potente, daqueles que cancelam o ruído externo, para conseguir raciocinar"", conta a designer Beatriz (nome fictício), 27.  Há seis meses, desde que passou a trabalhar em uma agência em São Paulo, ela se sente incomodada com os decibéis das conversas de seus colegas de escritório.  ""O espaço já é pequeno, e as pessoas gritam para se comunicar com quem está do lado oposto. Falam da vida pessoal, do signo, de muita coisa que ninguém pediu para saber"", afirma.  Depois de reclamações, alguns profissionais foram trocados de lugar, mas nada adiantou. ""O barulho atrapalha o prazo de entrega de trabalhos e me deixa estressada.""  Com excesso de ruído, o cérebro gasta mais energia para se concentrar, diz a neurologista Jerusa Smid, membro da Academia Brasileira de Neurologia.  Em áreas como vendas ou marketing, não há o que fazer: telefonemas e interação entre as pessoas da equipe fazem parte do trabalho. Mas em situações como a vivida por Beatriz o profissional deve manifestar sua insatisfação, sempre com delicadeza.  O primeiro passo é falar com o colega. ""É preciso deixar claro que não é pessoal e pedir para encontrarem uma solução juntos"", diz Isis Borge, gerente de divisão da consultoria Robert Half.  Se não adiantar, o caminho é procurar o gestor, sem partir para o combate com o colega. Segundo a especialista, o ideal é comunicar o que está acontecendo e propor alternativas, como trocar de lugar ou trabalhar alguns dias em casa. Aí, cabe ao chefe decidir como lidar com o caso.  MÚSICA CERTA Os fones de ouvido, de fato, podem ser a saída, desde que a pessoa tome cuidados.  ""O aparelho pode ser usado no momento que requer maior atenção, mas não o tempo todo, porque aí a pessoa entra numa bolha"", diz Gabriel Almeida, gerente da consultoria Talenses.  Antes de colocar os fones, é bom o profissional avisar ao gestor e aos colegas que vai iniciar uma atividade de maior concentração, mas que, se preciso, podem chamá-lo.  A seleção das músicas tem que ser bem pensada, para aumentar a produtividade em vez de atrapalhar, diz a neurocientista Carla Tieppo.  A sequência deve ser sempre a mesma, com músicas conhecidas. Sua duração precisa ser de, no máximo, 50 minutos –é quanto dura o estado de atenção plena.  ""O cérebro já antecipa o que vai acontecer e não se distrai com o que está tocando"", afirma ela.  Também é preciso ficar atento ao volume, lembra o otorrinolaringologista Paulo Lazarini, professor da Santa Casa. ""Se a pessoa está em um ambiente com muito ruído, acaba colocando a música numa intensidade ainda maior e fica predisposto a ter problemas de audição.""  De acordo com o médico, o fone do tipo concha, que cobre a orelha, é melhor do que o inserido no canal do ouvido. O volume não deve exceder a metade da barra de som.  SALA DO SILÊNCIO  Preocupada com o excesso de ruído, a Sprinklr, empresa de monitoramento de redes sociais, criou seis salas com isolamento acústico que podem ser usadas por todos os funcionários. ""Passo pelo menos 20% do meu dia em uma delas"", afirma Maria Fernanda Vieira, 30, gerente de marketing na companhia.  Lá, ela faz tarefas como revisão de textos, por exemplo. ""Sou sensível ao barulho. Não consigo usar o fone. Com esse espaço, é possível manter a interação e sair quando necessário"", diz.  A recém-inaugurada sede da PepsiCo conta com áreas de ""refúgio"", de cabines a espaços com pufes e poltronas espalhados pelos andares.  Danielle Ogeda, coordenadora de assuntos corporativos da empresa, faz uso desses locais quando precisa realizar atividades que exigem mais atenção ou fazer ligações. ""Já recebi feedbacks de que falo muito alto, então faço isso para não atrapalhar meus colegas. Isso melhora o clima entre as pessoas, porque evita conflitos "", diz.",2017-08-10,sobretudo,carreiras,http://www1.folha.uol.com.br/sobretudo/carreiras/2017/10/1924960-saiba-como-usar-o-fone-no-escritorio-barulhento-sem-se-isolar-em-bolha.shtml
"
		Paredes recheadas e janelas duplas reduzem ruídos em casa
		","ANA LUIZA TIEGHI DE SÃO PAULO  O isolamento acústico pode ser a diferença entre uma noite mal dormida e um sono tranquilo principalmente para quem mora em vias com tráfego intenso, perto de aeroportos ou de vizinhos barulhentos.  O primeiro passo para proteger a casa de ruídos é checar a vedação de janelas e portas de varandas, porque onde passa ar entra som. ""Só com essa revisão dá para diminuir bastante o barulho"", diz a arquiteta Cris Paola.  Situações extremas exigem medidas mais drásticas.  Há 26 anos, a biomédica Maria Fernanda Moretti, 63, e o psiquiatra José Moura, 64, se mudaram para um apartamento no segundo andar de um prédio na avenida Nove de Julho, na zona oeste de São Paulo. ""O barulho é impressionante, parece que os carros estão dentro de casa"", conta Moretti. Seis meses depois, colocaram janelas antirruído em todo o imóvel.    O modelo tem dois vidros separados por uma câmara de ar e é mais eficiente –e caro– do que janelas tradicionais, que são encontradas por menos de R$ 700. Na fabricante Atenua Som, elas custam de R$ 1.500 a R$ 3.000 o metro quadrado.  Quando a fachada do imóvel não pode ser alterada, há modelos sob medida ou que ficam só do lado interno do cômodo.  No quarto do casal, uma janela antirruído não foi o suficiente para Moura, que queria silêncio absoluto. Para isso, colocaram outra camada de vidros duplos. A janela agora é composta por um modelo de correr e outro do tipo projetante, conhecida como maxim ar. ""Ficou bem suportável"", diz o morador.  Janelas e portas antirruídos só funcionam fechadas, então pode ser necessário instalar ar-condicionado no cômodo para unir silêncio e conforto nos dias de calor.  Se o barulho não vem da rua, mas de vizinhos ou outros moradores do imóvel, é preciso reforçar a proteção acústica de paredes, piso e teto. ""Imóveis novos são os que mais sofrem, porque as construtoras querem reduzir custos e fazem as paredes internas de dry wall"", diz a arquiteta Marcela Monfrinatti, do escritório 2two Design.  O dry wall –duas chapas de gesso presas a estruturas de aço, que substituem as paredes– não é um bom isolante acústico. Mas por ter um espaço vazio dentro dele, pode ser recheado com materiais que barram a passagem de ruídos, como a lã de rocha. Os apartamentos são entregues sem a proteção, que pode ser instalada por cerca de R$ 84 o metro quadrado.  Se não for suficiente, a arquiteta Paola indica mais uma camada de dry wall sobre a parede (causa perda de até sete centímetros no ambiente). O truque também funciona sobre paredes de alvenaria, caso o barulho seja tão alto que apenas tijolos não barrem a passagem do som.  Manta acústica ou espuma dura sob o contrapiso acaba com a entrada e saída de barulhos, como o de passos. A manta sai por volta de R$ 10 o metro quadro, sem a instalação. Método similar pode ser adotado no teto, sob um forro de gesso.  Tudo isso foi empregado por Paola há dois anos na reforma de uma cobertura no Itaim Bibi, que tem uma sala com instrumentos musicais. O espaço é usado pelo dono do imóvel, o empresário Eraldo Dante, 64, e seus três filhos nas horas de lazer. Os vizinhos nunca reclamaram. Os truques de isolamento acústico também melhoram a qualidade do som dentro da sala. ""Dá para gravar um CD ali"", diz o empresário.  SEM OBRA  Para melhorar a acústica sem reformas, os profissionais consultados indicam o uso de cortinas. ""Quanto mais pesado e menos sintético for o tecido, melhor"", diz o arquiteto Lisandro Piloni. Sarja, lona, veludo e linho denso são boas opções.  ""Outra coisa que ajuda muito é tapete"", diz Monfrinatti. Peças fofas e densas funcionam melhor. Na sala de música de Dante, o chão é revestido de carpete, que também abafa ruídos.  Nas portas, ela aconselha colocar borracha no batente e uma escovinha no vão com o chão. Quanto mais vedado for o ambiente, melhor. Por isso, portas de correr não são indicadas se há preocupação com a passagem de barulho. ""Sempre vai ter uma fresta"", diz a arquiteta.",2017-08-10,sobretudo,morar,http://www1.folha.uol.com.br/sobretudo/morar/2017/10/1924972-paredes-recheadas-e-janelas-duplas-reduzem-ruidos-em-casa.shtml
Doria em queda,"A avaliação do prefeito de São Paulo, João Doria (PSDB),piorou de modo relevante desde junho, indica pesquisa Datafolha. O resultado nada tem de surpreendente.  Desde que os paulistanos voltaram a eleger seu governante, 32 anos atrás, quase sempre demonstraram alguma frustração com o desempenho nos primeiros meses do mandato -a exceção foi a breve gestão de José Serra (2005-2006).  De todo modo, o prestígio de Doria -32% consideram seu governo ótimo ou bom, ante 41% há quatro meses- supera o de seus antecessores (fora Serra) em períodos comparáveis da administração.  Particularmente digna de nota se mostra a disparidade de opiniões a respeito do alcaide conforme os estratos sociais: sua aprovação chega a 54% entre os que têm renda familiar superior a dez salários mínimos, não passando de 23% na faixa até dois pisos salariais.  Com pouco mais de nove meses no posto, o prefeito ainda dispõe de tempo para convencer os munícipes de sua capacidade gerencial. Os números do Datafolha são mais sombrios, entretanto, quando se considera sua ambição já escancarada de se candidatar à Presidência da República.  Para 58% dos entrevistados em São Paulo, Doria não deveria deixar o governo local; 55% descartam votar no tucano em uma disputa pelo Palácio do Planalto.  No que diz respeito a suas chances de conquistar a vaga de candidato, afigura-se importante a comparação com a popularidade de seu adversário no tucanato, o governador Geraldo Alckmin.  Este tem aprovação de 31% entre os paulistanos, praticamente idêntica à do prefeito, seu afilhado político. Entretanto a diferença é significativa quando se pergunta qual dos dois deve ser o postulante do PSDB ao comando do país: para 45%, Alckmin; para 31%, Doria.  O veterano parece resistir razoavelmente, assim, ao desgaste de mais de duas décadas em que o PSDB esteve à frente do governo estadual e à ojeriza ampla a políticos tradicionais. Não por acaso, apega-se à defesa da experiência.  Somente em abril vence o prazo para que o prefeito decida se será candidato ou não -o Palácio dos Bandeirantes também é uma hipótese, assim como uma eventual mudança de partido.  Se até lá persistir o anseio por cargos mais elevados, tende a ganhar corpo a leitura de que ele troca o tempo de administrar a cidade pelo de fazer campanha.  A julgar pelos números do Datafolha, o eleitor paulistano não parece satisfeito com essa dupla face de Doria, que põe em risco tanto a sua propalada reputação de gestor quanto uma carreira política iniciada de forma promissora.  editoriais@grupofolha.com.br",2017-08-10,opiniao,,http://www1.folha.uol.com.br/opiniao/2017/10/1925261-doria-em-queda.shtml
"
		Veja empresas que fazem reparos no carro em domicílio em São Paulo
		","DE SÃO PAULO  De remoção de arranhões até troca de vidros, veja empresas em São Paulo que realizam reparos em automóveis em domicílio.  *  AUTOGLASS Faz a substituição de vidros do para-brisa e do porta-malas. O serviço custa entre R$ 420 (veículos populares) e R$ 8 mil (carros com mais tecnologias integradas às peças); autoglass.com.br ou 0800 025 6313.  DISKREPARO Realiza reparos na funilaria e na pintura do automóvel, como arranhões e amassados. Para um veículo compacto, os valores dos serviços variam entre R$ 450 e R$ 700 (consertos na funilaria); diskreparo.com.br ou (11) 4890-7646.  CARGLASS Realiza conserto e troca de vidros automotivos. A substituição do vidro do para-brisa de um carro compacto custa em torno de R$ 575. O valor inclui garantia vitalícia; carglass.com.br ou (11) 2126 0101.  AGILITY REPAROS AUTOMOTIVOS Faz pequenos consertos em domicílio, como de riscos na pintura e amassados. O reparo de arranhões no para-choque de um compacto custa em torno de R$ 590; agilityreparos.com.br ou (11) 4171-0800.  DOUTOR LUBRIFICA Realiza a troca de óleo e de filtros automotivos na casa do cliente. Serviço custa cerca de R$ 175 para um veículo compacto (ano 2015) e R$ 270 para um de grande porte; doutorlubrifica.com.br ou (11) 3266-5901.",2017-08-10,sobretudo,vida-pratica,http://www1.folha.uol.com.br/sobretudo/vida-pratica/2017/10/1925103-veja-empresas-que-fazem-reparos-no-carro-em-domicilio-em-sao-paulo.shtml
"Laut serve receitas cruas veganas com diversidade de texturas, cores e sabores","LUIZA FECAROTTA CRÍTICA DA FOLHA  No Laut nota-se um empenho em aproximar-se de um alimento com o mínimo de intervenção possível, o mais similar à sua forma natural, fresco, íntegro, com nutrientes preservados. Dedicado à cozinha vegana (sem elementos de origem animal) e crua (nenhuma matéria-prima pode ser submetida a uma temperatura que ultrapasse 46º C —ainda que algumas correntes tenham como limite 42º C), esse minúsculo restaurante fica numa galeria na rua Augusta. São duas mesas do lado de fora e uma opção rotativa de menu por dia (entrada, prato, sobremesa e suco saem por R$ 50).  São preparos que valorizam e destacam orgânicos, transformados por meio de fermentação (como queijo de castanha de caju e macadâmia; picles de pepino, beterraba e repolho; iogurte de polpa de coco e castanha de caju) e desidratação.  Sai-se muito bem a sopa de missô, servida morna, delicada e suave, na qual há contrastes de textura e sabor: pasta de missô bem diluída, goji berry (aquela frutinha vermelha miúda que, hidratada, fica macia e com leve acidez), cogumelos-de-paris (mais terrosos), alga (que traz gosto do mar) e uma massa de castanha de caju e suco de limão a fazer referência ao tofu, com consistência parecida.  Pode vir na temperatura ambiente ou morna a sopa de curry, cuja base é um caldo de legumes crus processados enriquecidos com banana in natura e polpa de coco, que lhe dá consistência mais espessa.  Os sushis são presentes aos olhos: couve-flor triturada crua e marinada em azeite e sal faz as vezes do arroz ao ser combinada com uma mucilagem que lhe dá estrutura (e é gostosa de morder). Sobre ela, fatias finíssimas de cenoura ou beterraba. Faz falta no temaki, porém, uma alga crocante e sequinha —molenga não dá pé.  É intensa a moqueca de abacate com polpa de coco verde, capaz de remeter aos sabores originais da receita, que combina tomate, cenoura, coentro e pimenta-caiena. Por cima, farofa de mandioca com azeite de dendê.  As receitas saem das mãos de Katrin Warkentin, 37, uma publicitária descendente de alemães, que cresceu em uma família na qual nada se comprava pronto. Estudou ""raw food"" na Califórnia e abriu o Laut em novembro do ano passado. ""Laut"", aliás, em alemão quer dizer som alto, diz ela, que buscou homenagear a potência e a vibração dos alimentos crus.  LAUT Onde: r. Augusta, 1.524, loja 48, Consolação (Galeria Augusta); tel. 3171-2529 Quando: de seg. a sex. das 10h às 19h Avaliação: bom",2017-08-10,saopaulo,,http://www1.folha.uol.com.br/saopaulo/2017/10/1924732-laut-serve-receitas-cruas-veganas-com-diversidade-de-texturas-cores-e-sabores.shtml
Agência Lupa: Catalunha x Espanha: o que é verdadeiro e o que é falso em meio à crise?,"Se a independência for declarada, catalães poderão usar o euro? A dívida pública da região é maior do que seu PIB?  *  Convocar um plebiscito não é delito. Está previsto na lei que o Congresso aprovou em 2006 JORDI TURULL porta-voz do governo catalão, no dia 5/9  VERDADEIRO, MAS Em 2005, durante o mandato do presidente do governo José Luis Rodríguez Zapatero, o Congresso espanhol retirou do Código Penal os artigos que estabeleciam penas de prisão para as autoridades que, sem ter a competência legal para isso, convocassem processos eleitorais ou consultas públicas via plebiscito. Mas ainda permanecem outros artigos da lei que permitiriam acusar quem convoca referendo de desobediência e prevaricação.  80% dos catalães querem votar ADA COLAU prefeita de Barcelona, em ato público realizado no dia 24/9  VERDADEIRO, MAS No dia 24 de setembro, o jornal espanhol ""El País"" publicou uma pesquisa feita pelo Metroscopia sobre o referendo e detectou que 82% dos catalães concordavam com a realização de uma votação pactuada com o governo central. Mas outras pesquisas mostraram cifras bem inferiores a essa. Levantamento feito pelo Centre d'Estudis d'Opinion (CEO) e publicada em julho indicou que 23,4% dos entrevistados apoiavam a ideia de um referendo pactuado com o Estado. Outros 48% apoiavam a consulta, mesmo se ela fosse feita de forma unilateral. Somando os dois dados, chegava-se a 71,4%. Outra pesquisa realizada pela GAD 3 pouco antes chegou a um total de 71,7%.  Os Mossos d'Esquadra só obedecem a ordens da Generalitat ANNA GABRIEL deputada pelo CUP, em entrevista concedida à Europa Press em 10/9  FALSO A lei que regulamenta a atividade dos policiais da Catalunha, chamados Mossos d'Esquadra, é clara. Define o grupo como ""um serviço da Generalitat"" e estabelece que seu dever é para manter o bem-estar social da comunidade. Ela deixa claro, no entanto, que os Mossos também atuam como polícia judicial. Devem, portanto, obedecer às ordens dos juízes. No último fim de semana, a Polícia Nacional espanhola foi chamada a atuar na Catalunha ante a oposição dos Mossos.  A Catalunha poderá usar o euro CARLES PUIGDEMONT presidente da Generalitat da Catalunha em 13/9 na TV3  VERDADEIRO, MAS Não há nenhum empecilho formal estabelecido em leis. Atualmente, há Estados que não estão dentro da União Europeia e, mesmo assim, adotam o euro como moeda oficial. Isso acontece com o consentimento do bloco no caso de San Marino, Mônaco, Andorra e Vaticano. Esses Estados também estão autorizados a emitir moeda. Mas há outros Estados que adotam o euro de forma unilateral, ou seja, sem a autorização da União Europeia. É o caso de Kosovo e Montenegro. Esses dois países não podem se beneficiar das políticas criadas pelo Banco Central Europeu.  A proposta do referendo foi inventada pelo partido socialista na Catalunha Pablo Iglesias secretário geral do Podemos, em entrevista ao canal de TV LaSexta em 19/9  VERDADEIRO Em 2012, nas eleições regionais da Catalunha, o PSC (Partido Socialista Catalão) incluiu em seu programa eleitoral a proposta de um referendo pactuado. Três anos mais tarde, o partido retificou a ideia. Passou a sugerir uma reforma constitucional.",2017-08-10,mundo,,http://www1.folha.uol.com.br/mundo/2017/10/1925361-agencia-lupa-catalunha-x-espanha-o-que-e-verdadeiro-e-o-que-e-falso-em-meio-a-crise.shtml
Defasagens na política econômica,"Laura Carvalho, na quinta-feira (5), sugeriu que não há evidências de que a aceleração do crescimento nos anos 2000 deveu-se à maturação das reformas liberalizantes iniciadas nos anos 90, que terminaram depois da saída do governo de Antonio Palocci, ministro da Fazenda do primeiro mandato de Lula.  Três são as dificuldades apontadas por Laura. A primeira é que levou muito tempo para que o longo ciclo de liberalização aparecesse no crescimento econômico.  A segunda é que o crescimento se acelerou ainda mais em seguida à mudança na formulação da política econômica, com a troca de guarda na Fazenda no início de 2006. E a terceira é que os efeitos negativos da alteração do regime de política econômica em 2006 sobre o desempenho da economia tiveram defasagem muito menor que as políticas liberalizantes.  Os seus questionamentos são válidos. Há limites à nossa capacidade de conhecer, principalmente em ciência social. Além disso, é difícil separar movimentos causados pelos nossos fundamentos domésticos daqueles decorrentes da dinâmica internacional.  A passagem do tempo, porém, reduz a incerteza. Parece-me ser quase consensual, por exemplo, a tese de que o milagre brasileiro é tributário das reformas liberalizantes do governo Castelo Branco.  Laura deveria acompanhar a pesquisa acadêmica sobre o impacto de várias reformas. João Manoel Pinho de Melo, Vinícius Carrasco, Juliano Assunção, Jacob Ponticelli e seus coautores publicaram diversos artigos nas mais respeitadas revistas acadêmicas internacionais mostrando o impacto das reformas no primeiro governo Lula sobre a produtividade de diversos setores.  Além disso, ao contrário do que afirma Laura, não há evidência de que o segundo mandato de Lula tenha implementado uma política de reajuste do salário mínimo mais ousada do que a de FHC ou a do primeiro governo do presidente petista.  Por fim, os trabalhos de João Manoel e Vinícius Carrasco mostram que o desempenho do Brasil no governo Lula foi inferior em diversos aspectos ao observado em países semelhantes no mesmo período. O crescimento no governo FHC, por outro lado, foi similar ao dos países da América Latina nos anos 1990.  Talvez melhor do que tentar convencer Laura seja compartilhar com o leitor a forma pela qual trato os questionamentos por ela levantados, que, como já mencionei, fazem todo o sentido.  A evolução da economia é mais bem analisada com base nas taxas médias reais anualizadas de crescimento em quadriênios. O pico de 4,7% ocorreu no quadriênio terminado em 2007. Posteriormente, inicia-se lenta desaceleração até 2,3% ao ano no quadriênio terminado em 2014. Ou seja, a desaceleração iniciou-se pouco mais de dois anos após a troca de guarda na Fazenda.  Reformas microeconômicas usualmente não geram impactos sobre o desempenho enquanto persistir desequilíbrio macroeconômico. Foi assim com as políticas liberalizantes do governo ditatorial de Pinochet no Chile e com Menem na Argentina. Em ambos os casos, o regime cambial —e, na Argentina, também o problema fiscal— impediu a decolagem da economia.  Com relação à assimetria —leva mais tempo para aparecerem os efeitos de boas políticas— é uma lei da vida. Vale para a díade construção e demolição, seja para uma obra de construção civil, seja para reputação, seja, ainda, para a política econômica e os seus impactos sobre o crescimento e a geração de emprego. Construir é mais difícil do que destruir.",2017-08-10,colunas,samuelpessoa,http://www1.folha.uol.com.br/colunas/samuelpessoa/2017/10/1925362-defasagens-na-politica-economica.shtml
Prisão de Nuzman não garante o mais importante: a demolição da estrutura,"Carlos Nuzman está preso. Pode ser que fique só cinco dias ou mais cinco, caso a prisão temporária dobrada. Ou pode ficar encarcerado preventivamente se assim a Justiça decidir.  Qualquer que seja seu futuro próximo a vergonha permanecerá para sempre em sua biografia.  João Havelange, seu ídolo e inspirador teve mais sorte. Viveu 100 anos sem passar por tamanha humilhação, a de ser preso por corrupção, embora no fim da vida tenha sido obrigado a renunciar aos seus postos honoríficos na Fifa e no COI, denunciado por crimes semelhantes aos de Nuzman.  Já José Maria Marin viu o sol quadrado de uma cela na Suíça, corre o risco de voltar a vê-lo nos Estados Unidos onde será julgado no próximo dia 6 e aguarda o veredicto em prisão domiciliar em Nova Iorque, na luxuosa Trump Tower.  Ricardo Teixeira e Marco Polo del Nero cuidam de não sair do Brasil para não terem o mesmo fim, apesar de andarem preocupados com a possibilidade de a moda pegar por aqui mesmo, como já pegou o ex-presidente da CBDA, Coaracy Nunes, o cartola da natação.  Seria auspicioso se tudo isso servisse para quebrar a superestrutura monolítica que há décadas promove toda sorte de malfeitos no esporte nacional.  Nada indica que quebrará.  Entre outras razões porque o problema é mundial, tanto que o COI vê se repetir na Olimpíada brasileira o que já havia acontecido comprovadamente na de Inverno em Salt Lake City, nos Estados Unidos, em 2002, motivo de alegada operação de limpeza na entidade, mas, como se vê, apenas alegada.  Daí não haver motivos para festejar a desgraça do presidente do Comitê Olímpico do Brasil e do Comitê Rio-16.  Nuzman, como os demais, é apenas fruto da estrutura podre que impede a democratização do acesso ao poder nas entidades esportivas e abre os bolsos para as maneiras mais heterodoxas de sobrevivências nababescas, avessa à modernização dos métodos de gestão.  Desde a redemocratização do país, e também no período da ditadura, todos os cartolas aqui citados conviveram promiscuamente com os generais e civis que nos governaram e governam, nos âmbitos federal, estadual e municipal.  Porque a cara do esporte não é diferente da cara da política, o Congresso Nacional não é melhor que CBF e a Justiça brasileira marca um gol aqui e ali, mas no mais da vezes toma bola entre as pernas.  Não fosse o suficiente, envergonha também ver o ar de fingida surpresa na face de quem tem a obrigação de contar o que sabe, de denunciar grandes negociatas em torno de megaeventos, mas que silencia convenientemente até que não dê mais.  Escrevi um livro de memórias com título que desagradou meus amigos, porque confesso que perdi.  Uns acham que ganhei, outros que ao menos empatei, todos têm certeza de que resisti, razão pela qual deveria comemorar o infortúnio da cartolagem, enfim, desmascarada e detida ou em vias de.  Pois digo a eles, como à rara leitora e ao raro leitor, que a desgraça dos cartolas não me faz feliz.  Feliz ficaria se fossem substituídos por gente decente e competente. Estou convencido de que não verei tal dia chegar.  Minhas netas, quem sabe?",2017-08-10,colunas,jucakfouri,http://www1.folha.uol.com.br/colunas/jucakfouri/2017/10/1925300-prisao-de-nuzman-nao-garante-o-mais-importante-a-demolicao-da-estrutura.shtml
